Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide



DATE,POLLUTANT,SHATIN,TSUEN WAN,CENTRAL,EASTERN,KWUN TONG,TUEN MUN,TUNG CHUNG,SHAM SHUI PO,SOUTHERN,YUEN LONG,CENTRAL/WESTERN,NORTH,KWAI CHUNG,TAP MUN,TSEUNG KWAN O,TAI PO,MONG KOK,CAUSEWAY BAY
30-07-2011,Nitrogen Oxides,30,74,228,N.A.,63,N.A.,37,89,N.A.,54,59,N.A.,70,13,N.A.,N.A.,649,222
30-07-2011,Ozone,21,14,5,22,17,N.A.,19,13,N.A.,17,14,N.A.,15,38,N.A.,18,3,11
30-07-2011,Respirable Suspended Particulates,15,20,27,18,19,N.A.,15,23,N.A.,17,17,N.A.,14,17,N.A.,15,29,44
30-07-2011,Sulphur Dioxide,5,4,8,4,6,N.A.,8,6,N.A.,7,11,N.A.,5,6,N.A.,5,6,4
31-07-2011,Carbon Monoxide,N.A.,37,38,N.A.,N.A.,N.A.,52,N.A.,N.A.,46,N.A.,N.A.,N.A.,62,N.A.,N.A.,74,48
31-07-2011,Fine Suspended Particulates ,N.A.,13,17,12,12,N.A.,9,N.A.,N.A.,14,N.A.,N.A.,8,12,N.A.,N.A.,18,28
31-07-2011,Nitrogen Dioxide,20,37,60,36,31,N.A.,31,37,N.A.,36,32,N.A.,30,5,N.A.,18,79,69
31-07-2011,Nitrogen Oxides,35,76,149,N.A.,62,N.A.,76,79,N.A.,83,56,N.A.,67,12,N.A.,N.A.,664,199
31-07-2011,Ozone,26,14,9,30,22,N.A.,14,17,N.A.,16,19,N.A.,18,43,N.A.,20,3,12
31-07-2011,Respirable Suspended Particulates,14,19,27,18,18,N.A.,14,21,N.A.,20,16,N.A.,13,18,N.A.,16,24,40
31-07-2011,Sulphur Dioxide,7,9,11,7,7,N.A.,10,8,N.A.,15,12,N.A.,6,8,N.A.,7,6,5
01-08-2011,Carbon Monoxide,N.A.,34,86,N.A.,N.A.,N.A.,49,N.A.,N.A.,48,N.A.,N.A.,N.A.,61,N.A.,N.A.,73,71
01-08-2011,Fine Suspended Particulates ,N.A.,15,26,12,16,N.A.,10,N.A.,N.A.,16,16,N.A.,15,10,N.A.,16,21,36
01-08-2011,Nitrogen Dioxide,44,43,109,37,51,N.A.,39,44,N.A.,44,44,N.A.,51,9,N.A.,43,99,115
01-08-2011,Nitrogen Oxides,100,103,459,N.A.,144,N.A.,90,144,N.A.,105,128,N.A.,165,17,N.A.,N.A.,860,450
01-08-2011,Ozone,8,8,3,24,8,N.A.,11,9,N.A.,13,12,N.A.,5,36,N.A.,14,3,9
01-08-2011,Respirable Suspended Particulates,22,22,39,15,23,N.A.,15,27,N.A.,23,24,N.A.,21,16,N.A.,26,29,50
01-08-2011,Sulphur Dioxide,22,17,24,12,14,N.A.,10,35,N.A.,14,31,N.A.,34,8,N.A.,11,19,22
02-08-2011,Carbon Monoxide,N.A.,32,83,N.A.,N.A.,N.A.,43,N.A.,N.A.,42,N.A.,N.A.,N.A.,67,N.A.,N.A.,N.A.,73
02-08-2011,Fine Suspended Particulates ,N.A.,15,26,11,17,N.A.,9,N.A.,N.A.,13,11,N.A.,17,9,N.A.,14,16,29
02-08-2011,Nitrogen Dioxide,43,48,111,44,N.A.,N.A.,27,44,N.A.,41,26,N.A.,58,25,N.A.,44,N.A.,113
02-08-2011,Nitrogen Oxides,95,112,460,N.A.,N.A.,N.A.,56,100,N.A.,96,61,N.A.,187,42,N.A.,N.A.,N.A.,430
02-08-2011,Ozone,11,11,3,23,N.A.,N.A.,25,16,N.A.,17,25,N.A.,7,25,N.A.,9,N.A.,8
02-08-2011,Respirable Suspended Particulates,20,23,43,14,26,N.A.,12,22,N.A.,19,18,N.A.,23,17,N.A.,22,24,39
02-08-2011,Sulphur Dioxide,25,24,21,16,N.A.,N.A.,7,23,N.A.,19,14,N.A.,45,12,N.A.,11,N.A.,19
03-08-2011,Carbon Monoxide,N.A.,34,83,N.A.,N.A.,N.A.,46,N.A.,N.A.,40,N.A.,N.A.,N.A.,68,N.A.,N.A.,N.A.,89
03-08-2011,Fine Suspended Particulates ,N.A.,13,21,8,15,N.A.,8,N.A.,N.A.,12,10,N.A.,14,N.A.,N.A.,12,14,23
03-08-2011,Nitrogen Dioxide,38,42,100,34,60,N.A.,29,40,N.A.,42,22,N.A.,50,21,N.A.,35,N.A.,111
03-08-2011,Nitrogen Oxides,94,109,409,N.A.,205,N.A.,61,101,N.A.,105,51,N.A.,172,35,N.A.,N.A.,N.A.,457
03-08-2011,Ozone,13,10,4,24,6,N.A.,24,14,N.A.,18,25,N.A.,8,27,N.A.,13,N.A.,9
03-08-2011,Respirable Suspended Particulates,16,20,37,11,23,N.A.,12,20,N.A.,19,N.A.,N.A.,20,15,N.A.,19,22,34
03-08-2011,Sulphur Dioxide,26,24,20,15,25,N.A.,8,21,N.A.,20,14,N.A.,47,10,N.A.,13,N.A.,16
04-08-2011,Carbon Monoxide,N.A.,31,82,N.A.,N.A.,N.A.,49,N.A.,N.A.,35,N.A.,N.A.,N.A.,70,N.A.,N.A.,N.A.,80
04-08-2011,Fine Suspended Particulates ,N.A.,13,22,9,14,N.A.,N.A.,N.A.,N.A.,12,10,N.A.,14,11,N.A.,13,15,25
04-08-2011,Nitrogen Dioxide,44,43,94,36,55,N.A.,36,46,N.A.,41,34,N.A.,58,19,N.A.,42,N.A.,118
04-08-2011,Nitrogen Oxides,78,86,368,N.A.,143,N.A.,70,111,N.A.,87,70,N.A.,166,30,N.A.,N.A.,N.A.,446
04-08-2011,Ozone,14,12,4,27,9,N.A.,19,13,N.A.,17,19,N.A.,7,44,N.A.,15,N.A.,9
04-08-2011,Respirable Suspended Particulates,17,18,34,12,21,N.A.,N.A.,21,N.A.,18,20,N.A.,19,17,N.A.,20,25,36
04-08-2011,Sulphur Dioxide,22,17,17,19,14,N.A.,9,24,N.A.,17,14,N.A.,49,9,N.A.,15,N.A.,14
05-08-2011,Carbon Monoxide,N.A.,32,76,N.A.,N.A.,N.A.,49,N.A.,N.A.,36,N.A.,N.A.,N.A.,73,N.A.,N.A.,N.A.,74
05-08-2011,Fine Suspended Particulates ,N.A.,14,22,9,13,N.A.,8,N.A.,N.A.,13,10,N.A.,17,8,N.A.,14,17,30
05-08-2011,Nitrogen Dioxide,54,49,99,35,50,N.A.,34,51,N.A.,45,32,N.A.,65,12,N.A.,42,N.A.,128
05-08-2011,Nitrogen Oxides,91,94,352,N.A.,101,N.A.,57,93,N.A.,89,58,N.A.,179,21,N.A.,N.A.,N.A.,437
05-08-2011,Ozone,12,16,5,36,19,N.A.,30,17,N.A.,19,31,N.A.,8,43,N.A.,25,N.A.,10
05-08-2011,Respirable Suspended Particulates,21,20,37,13,20,N.A.,12,20,N.A.,19,21,N.A.,22,14,N.A.,20,26,46
05-08-2011,Sulphur Dioxide,28,23,16,13,12,N.A.,9,18,N.A.,19,13,N.A.,85,11,N.A.,15,N.A.,13
06-08-2011,Carbon Monoxide,N.A.,34,66,N.A.,N.A.,N.A.,54,N.A.,N.A.,39,N.A.,N.A.,N.A.,83,N.A.,N.A.,N.A.,82
06-08-2011,Fine Suspended Particulates ,N.A.,14,20,10,16,N.A.,10,N.A.,N.A.,14,10,N.A.,15,11,N.A.,14,17,30
06-08-2011,Nitrogen Dioxide,47,45,93,35,64,N.A.,29,48,N.A.,44,28,N.A.,62,20,N.A.,40,N.A.,118
06-08-2011,Nitrogen Oxides,73,76,300,N.A.,140,N.A.,47,92,N.A.,91,47,N.A.,147,30,N.A.,N.A.,N.A.,415
06-08-2011,Ozone,20,20,5,36,10,N.A.,33,22,N.A.,21,33,N.A.,10,37,N.A.,18,N.A.,10
06-08-2011,Respirable Suspended Particulates,20,21,32,14,23,N.A.,15,22,N.A.,21,19,N.A.,21,18,N.A.,21,27,43
06-08-2011,Sulphur Dioxide,23,14,15,9,12,N.A.,8,18,N.A.,16,14,N.A.,45,11,N.A.,12,N.A.,10
07-08-2011,Carbon Monoxide,N.A.,34,54,N.A.,N.A.,N.A.,56,N.A.,N.A.,38,N.A.,N.A.,N.A.,88,N.A.,N.A.,N.A.,85
07-08-2011,Fine Suspended Particulates ,N.A.,16,23,13,17,N.A.,10,N.A.,N.A.,15,12,N.A.,15,14,N.A.,15,18,29
07-08-2011,Nitrogen Dioxide,43,42,78,32,49,N.A.,21,43,N.A.,33,21,N.A.,54,13,N.A.,35,N.A.,104
07-08-2011,Nitrogen Oxides,62,74,243,N.A.,106,N.A.,37,82,N.A.,65,38,N.A.,114,23,N.A.,N.A.,N.A.,365
07-08-2011,Ozone,15,18,7,33,15,N.A.,36,20,N.A.,27,34,N.A.,11,40,N.A.,17,N.A.,10
07-08-2011,Respirable Suspended Particulates,24,24,39,18,25,N.A.,17,26,N.A.,23,23,N.A.,22,22,N.A.,25,29,44
07-08-2011,Sulphur Dioxide,26,18,16,8,9,N.A.,7,20,N.A.,13,11,N.A.,44,9,N.A.,13,N.A.,10
08-08-2011,Carbon Monoxide,N.A.,34,70,N.A.,N.A.,N.A.,51,N.A.,N.A.,40,N.A.,N.A.,N.A.,78,N.A.,N.A.,N.A.,77
08-08-2011,Fine Suspended Particulates ,N.A.,15,17,9,13,N.A.,7,N.A.,N.A.,12,N.A.,N.A.,16,6,N.A.,13,14,26
08-08-2011,Nitrogen Dioxide,42,50,83,35,59,N.A.,22,44,N.A.,39,N.A.,N.A.,59,10,N.A.,38,N.A.,98
08-08-2011,Nitrogen Oxides,62,121,292,N.A.,157,N.A.,39,85,N.A.,87,N.A.,N.A.,178,18,N.A.,N.A.,N.A.,358
08-08-2011,Ozone,14,10,6,28,8,N.A.,29,13,N.A.,14,N.A.,N.A.,7,33,N.A.,12,N.A.,10
08-08-2011,Respirable Suspended Particulates,17,22,30,12,19,N.A.,11,18,N.A.,18,N.A.,N.A.,22,14,N.A.,22,24,39
08-08-2011,Sulphur Dioxide,20,28,11,11,11,N.A.,5,7,N.A.,12,N.A.,N.A.,65,8,N.A.,8,N.A.,10
09-08-2011,Carbon Monoxide,N.A.,35,80,N.A.,N.A.,N.A.,51,N.A.,N.A.,41,N.A.,N.A.,N.A.,63,N.A.,N.A.,N.A.,67
09-08-2011,Fine Suspended Particulates ,N.A.,12,17,8,11,N.A.,6,N.A.,N.A.,11,10,N.A.,11,5,N.A.,11,N.A.,27
09-08-2011,Nitrogen Dioxide,41,47,98,44,46,N.A.,31,51,N.A.,38,33,N.A.,55,7,N.A.,41,N.A.,100
09-08-2011,Nitrogen Oxides,82,104,375,N.A.,109,N.A.,58,120,N.A.,76,67,N.A.,154,14,N.A.,N.A.,N.A.,345
09-08-2011,Ozone,14,10,4,23,13,N.A.,21,11,N.A.,15,16,N.A.,8,43,N.A.,10,N.A.,10
09-08-2011,Respirable Suspended Particulates,15,18,38,12,18,N.A.,10,21,N.A.,16,16,N.A.,17,10,N.A.,17,22,40
09-08-2011,Sulphur Dioxide,9,14,13,5,7,N.A.,8,11,N.A.,8,5,N.A.,30,6,N.A.,7,N.A.,5
10-08-2011,Carbon Monoxide,N.A.,41,91,N.A.,N.A.,N.A.,51,N.A.,N.A.,50,N.A.,N.A.,N.A.,67,N.A.,N.A.,N.A.,70
10-08-2011,Fine Suspended Particulates ,N.A.,13,10,7,11,N.A.,5,N.A.,N.A.,10,N.A.,N.A.,11,5,N.A.,8,14,29
10-08-2011,Nitrogen Dioxide,44,49,94,41,51,N.A.,25,51,N.A.,41,33,N.A.,54,5,N.A.,40,N.A.,112
10-08-2011,Nitrogen Oxides,108,121,371,N.A.,131,N.A.,48,115,N.A.,101,59,N.A.,168,12,N.A.,N.A.,N.A.,388
10-08-2011,Ozone,7,7,4,22,9,N.A.,24,11,N.A.,9,15,N.A.,6,39,N.A.,8,N.A.,9
10-08-2011,Respirable Suspended Particulates,16,19,33,11,18,N.A.,9,21,N.A.,16,14,N.A.,17,13,N.A.,14,24,43
10-08-2011,Sulphur Dioxide,4,11,9,3,6,N.A.,5,3,N.A.,6,4,N.A.,19,5,N.A.,6,N.A.,4
11-08-2011,Carbon Monoxide,N.A.,38,72,N.A.,N.A.,N.A.,48,N.A.,N.A.,51,N.A.,N.A.,N.A.,67,N.A.,N.A.,N.A.,77
11-08-2011,Fine Suspended Particulates ,N.A.,16,14,11,11,N.A.,8,N.A.,N.A.,13,N.A.,N.A.,13,10,N.A.,10,18,32
11-08-2011,Nitrogen Dioxide,30,43,87,40,35,N.A.,19,45,N.A.,34,27,N.A.,50,4,N.A.,29,N.A.,104
11-08-2011,Nitrogen Oxides,71,110,331,N.A.,78,N.A.,42,100,N.A.,107,49,N.A.,137,11,N.A.,N.A.,N.A.,384
11-08-2011,Ozone,17,6,4,22,16,N.A.,27,13,N.A.,14,17,N.A.,8,37,N.A.,12,N.A.,8
11-08-2011,Respirable Suspended Particulates,20,25,38,17,20,N.A.,15,23,N.A.,23,22,N.A.,21,19,N.A.,19,30,50
11-08-2011,Sulphur Dioxide,4,14,9,4,6,N.A.,6,5,N.A.,7,4,N.A.,15,6,N.A.,6,N.A.,4
12-08-2011,Carbon Monoxide,N.A.,31,58,N.A.,N.A.,N.A.,47,N.A.,N.A.,37,N.A.,N.A.,N.A.,69,N.A.,N.A.,N.A.,61
12-08-2011,Fine Suspended Particulates ,N.A.,16,13,10,12,N.A.,8,N.A.,N.A.,14,N.A.,N.A.,14,10,N.A.,13,18,32
12-08-2011,Nitrogen Dioxide,33,41,70,32,35,N.A.,19,40,N.A.,33,22,N.A.,47,5,N.A.,32,N.A.,113
12-08-2011,Nitrogen Oxides,71,99,245,N.A.,76,N.A.,38,90,N.A.,79,41,N.A.,145,12,N.A.,N.A.,N.A.,391
12-08-2011,Ozone,14,9,5,23,15,N.A.,26,11,N.A.,18,19,N.A.,8,37,N.A.,9,N.A.,9
12-08-2011,Respirable Suspended Particulates,23,25,35,17,23,N.A.,15,26,N.A.,23,22,N.A.,22,19,N.A.,23,31,51
12-08-2011,Sulphur Dioxide,14,20,10,5,8,N.A.,6,8,N.A.,12,6,N.A.,31,6,N.A.,11,N.A.,6
13-08-2011,Carbon Monoxide,N.A.,29,59,N.A.,N.A.,N.A.,46,N.A.,N.A.,38,N.A.,N.A.,N.A.,72,N.A.,N.A.,40,76
13-08-2011,Fine Suspended Particulates ,N.A.,17,15,12,16,N.A.,8,N.A.,N.A.,15,10,N.A.,14,9,N.A.,14,17,32
13-08-2011,Nitrogen Dioxide,29,40,71,29,44,N.A.,20,33,N.A.,34,22,N.A.,43,7,N.A.,28,89,110
13-08-2011,Nitrogen Oxides,65,96,276,N.A.,127,N.A.,40,71,N.A.,84,41,N.A.,132,15,N.A.,N.A.,332,425
13-08-2011,Ozone,13,10,5,25,8,N.A.,23,13,N.A.,15,19,N.A.,8,30,N.A.,8,4,9
13-08-2011,Respirable Suspended Particulates,20,25,35,17,26,N.A.,14,23,N.A.,22,19,N.A.,21,18,N.A.,21,28,47
13-08-2011,Sulphur Dioxide,15,32,13,7,9,N.A.,7,10,N.A.,13,8,N.A.,36,7,N.A.,12,10,9
14-08-2011,Carbon Monoxide,N.A.,28,49,N.A.,N.A.,N.A.,45,N.A.,N.A.,34,N.A.,N.A.,N.A.,73,N.A.,N.A.,29,76
14-08-2011,Fine Suspended Particulates ,N.A.,15,13,10,13,N.A.,9,N.A.,N.A.,12,9,N.A.,13,9,N.A.,12,15,27
14-08-2011,Nitrogen Dioxide,30,36,59,26,40,N.A.,20,31,N.A.,28,20,N.A.,40,7,N.A.,25,78,102
14-08-2011,Nitrogen Oxides,81,86,207,N.A.,112,N.A.,41,67,N.A.,69,41,N.A.,122,15,N.A.,N.A.,294,390
14-08-2011,Ozone,10,9,5,22,8,N.A.,22,12,N.A.,18,16,N.A.,8,29,N.A.,10,4,9
14-08-2011,Respirable Suspended Particulates,18,20,27,13,20,N.A.,13,20,N.A.,17,16,N.A.,18,15,N.A.,18,23,40
14-08-2011,Sulphur Dioxide,21,25,12,7,10,N.A.,8,11,N.A.,11,9,N.A.,42,7,N.A.,14,11,9
15-08-2011,Carbon Monoxide,N.A.,25,61,N.A.,N.A.,N.A.,47,N.A.,N.A.,33,N.A.,N.A.,N.A.,77,N.A.,N.A.,23,62
15-08-2011,Fine Suspended Particulates ,N.A.,14,16,9,16,N.A.,9,N.A.,N.A.,12,10,N.A.,13,9,N.A.,13,14,27
15-08-2011,Nitrogen Dioxide,33,38,71,27,47,N.A.,19,34,N.A.,31,26,N.A.,43,8,N.A.,29,80,90
15-08-2011,Nitrogen Oxides,72,82,275,N.A.,130,N.A.,40,76,N.A.,75,58,N.A.,128,17,N.A.,N.A.,289,308
15-08-2011,Ozone,8,10,5,27,7,N.A.,21,9,N.A.,16,15,N.A.,8,30,N.A.,8,4,10
15-08-2011,Respirable Suspended Particulates,17,18,31,12,22,N.A.,12,20,N.A.,17,18,N.A.,18,15,N.A.,19,21,38
15-08-2011,Sulphur Dioxide,N.A.,21,15,8,10,N.A.,7,13,N.A.,10,11,N.A.,47,8,N.A.,12,12,8
16-08-2011,Carbon Monoxide,N.A.,28,52,N.A.,N.A.,N.A.,46,N.A.,N.A.,33,N.A.,N.A.,N.A.,78,N.A.,N.A.,64,64
16-08-2011,Fine Suspended Particulates ,N.A.,12,13,7,13,N.A.,6,N.A.,N.A.,11,6,N.A.,14,7,N.A.,12,14,27
16-08-2011,Nitrogen Dioxide,39,N.A.,70,34,45,N.A.,21,39,N.A.,36,19,N.A.,51,8,N.A.,34,98,97
16-08-2011,Nitrogen Oxides,82,N.A.,257,N.A.,109,N.A.,42,87,N.A.,94,31,N.A.,167,17,N.A.,N.A.,344,347
16-08-2011,Ozone,9,N.A.,5,22,11,N.A.,25,13,N.A.,12,20,N.A.,6,30,N.A.,8,4,10
16-08-2011,Respirable Suspended Particulates,18,16,28,10,18,N.A.,10,19,N.A.,16,14,N.A.,19,12,N.A.,19,19,38
16-08-2011,Sulphur Dioxide,18,21,9,10,10,N.A.,7,13,N.A.,17,7,N.A.,56,8,N.A.,12,10,10
17-08-2011,Carbon Monoxide,N.A.,43,58,N.A.,N.A.,N.A.,46,N.A.,N.A.,35,N.A.,N.A.,N.A.,78,N.A.,N.A.,97,56
17-08-2011,Fine Suspended Particulates ,N.A.,12,13,7,10,N.A.,6,N.A.,N.A.,10,7,N.A.,9,7,N.A.,9,16,30
17-08-2011,Nitrogen Dioxide,32,40,77,38,36,N.A.,19,41,N.A.,36,22,N.A.,42,6,N.A.,24,111,94
17-08-2011,Nitrogen Oxides,80,107,294,N.A.,80,N.A.,38,104,N.A.,101,44,N.A.,129,13,N.A.,N.A.,436,344
17-08-2011,Ozone,12,8,1,18,13,N.A.,21,12,N.A.,10,15,N.A.,8,29,N.A.,13,4,8
17-08-2011,Respirable Suspended Particulates,16,17,29,11,15,N.A.,9,19,N.A.,15,12,N.A.,13,12,N.A.,15,22,42
17-08-2011,Sulphur Dioxide,6,14,5,7,8,N.A.,7,6,N.A.,13,9,N.A.,12,7,N.A.,7,6,6
18-08-2011,Carbon Monoxide,N.A.,49,60,N.A.,N.A.,N.A.,46,N.A.,N.A.,36,N.A.,N.A.,N.A.,82,N.A.,N.A.,99,49
18-08-2011,Fine Suspended Particulates ,N.A.,10,13,6,9,N.A.,5,N.A.,N.A.,10,6,N.A.,6,8,N.A.,8,15,25
18-08-2011,Nitrogen Dioxide,32,41,79,39,37,N.A.,19,41,N.A.,36,28,N.A.,39,5,N.A.,24,116,83
18-08-2011,Nitrogen Oxides,75,106,313,N.A.,82,N.A.,41,96,N.A.,113,60,N.A.,102,13,N.A.,N.A.,464,288
18-08-2011,Ozone,18,8,2,18,15,N.A.,20,13,N.A.,11,12,N.A.,11,33,N.A.,14,4,9
18-08-2011,Respirable Suspended Particulates,15,15,28,9,15,N.A.,7,16,N.A.,16,14,N.A.,9,11,N.A.,13,20,34
18-08-2011,Sulphur Dioxide,5,10,6,8,7,N.A.,7,6,N.A.,11,7,N.A.,7,7,N.A.,6,5,5
19-08-2011,Carbon Monoxide,N.A.,45,47,N.A.,N.A.,N.A.,50,N.A.,N.A.,21,N.A.,N.A.,N.A.,67,N.A.,N.A.,93,45
19-08-2011,Fine Suspended Particulates ,N.A.,13,17,11,14,N.A.,N.A.,N.A.,N.A.,13,10,N.A.,9,12,N.A.,10,20,30
19-08-2011,Nitrogen Dioxide,28,37,84,39,37,N.A.,29,43,N.A.,31,31,N.A.,40,6,N.A.,22,129,72
19-08-2011,Nitrogen Oxides,41,79,277,N.A.,80,N.A.,61,96,N.A.,68,55,N.A.,98,13,N.A.,N.A.,483,214
19-08-2011,Ozone,26,14,4,26,20,N.A.,16,15,N.A.,19,17,N.A.,14,31,N.A.,19,4,11
19-08-2011,Respirable Suspended Particulates,15,18,34,18,19,N.A.,N.A.,24,N.A.,18,20,N.A.,14,16,N.A.,17,28,44
19-08-2011,Sulphur Dioxide,5,6,5,6,7,N.A.,12,5,N.A.,6,8,N.A.,6,6,N.A.,7,5,5
20-08-2011,Carbon Monoxide,N.A.,48,42,N.A.,N.A.,N.A.,50,N.A.,N.A.,24,N.A.,N.A.,N.A.,42,N.A.,N.A.,97,51
20-08-2011,Fine Suspended Particulates ,N.A.,13,16,12,13,N.A.,9,N.A.,N.A.,13,10,N.A.,8,11,N.A.,10,18,31
20-08-2011,Nitrogen Dioxide,28,41,85,41,40,N.A.,29,45,N.A.,38,34,N.A.,37,8,N.A.,21,133,78
20-08-2011,Nitrogen Oxides,36,84,253,N.A.,83,N.A.,46,95,N.A.,77,56,N.A.,76,16,N.A.,N.A.,476,221
20-08-2011,Ozone,30,19,4,30,21,N.A.,27,20,N.A.,21,21,N.A.,20,38,N.A.,21,5,13
20-08-2011,Respirable Suspended Particulates,16,20,32,19,21,N.A.,15,24,N.A.,21,20,N.A.,14,20,N.A.,16,29,45
20-08-2011,Sulphur Dioxide,4,7,3,6,7,N.A.,10,4,N.A.,8,7,N.A.,6,7,N.A.,6,4,5
21-08-2011,Carbon Monoxide,N.A.,52,31,N.A.,N.A.,N.A.,58,N.A.,N.A.,42,N.A.,N.A.,N.A.,44,N.A.,N.A.,92,80
21-08-2011,Fine Suspended Particulates ,N.A.,16,18,12,14,N.A.,11,N.A.,N.A.,17,13,N.A.,13,11,N.A.,13,20,30
21-08-2011,Nitrogen Dioxide,39,45,81,37,36,N.A.,39,48,N.A.,43,38,N.A.,49,6,N.A.,33,114,107
21-08-2011,Nitrogen Oxides,67,95,232,N.A.,63,N.A.,80,104,N.A.,115,84,N.A.,113,14,N.A.,N.A.,388,376
21-08-2011,Ozone,18,10,3,32,25,N.A.,13,12,N.A.,15,12,N.A.,8,40,N.A.,11,5,9
21-08-2011,Respirable Suspended Particulates,19,22,33,17,21,N.A.,17,27,N.A.,24,22,N.A.,18,18,N.A.,20,28,44
21-08-2011,Sulphur Dioxide,8,14,7,7,8,N.A.,11,22,N.A.,13,15,N.A.,20,7,N.A.,8,15,8
22-08-2011,Carbon Monoxide,N.A.,48,55,N.A.,N.A.,N.A.,48,N.A.,N.A.,36,N.A.,N.A.,N.A.,44,N.A.,N.A.,96,66
22-08-2011,Fine Suspended Particulates ,N.A.,15,21,9,13,N.A.,8,N.A.,N.A.,16,11,N.A.,15,12,N.A.,15,19,31
22-08-2011,Nitrogen Dioxide,47,44,94,37,39,N.A.,27,46,N.A.,39,38,N.A.,49,8,N.A.,39,110,113
22-08-2011,Nitrogen Oxides,124,111,386,N.A.,89,N.A.,61,124,N.A.,124,99,N.A.,166,16,N.A.,N.A.,427,428
22-08-2011,Ozone,8,6,2,22,9,N.A.,14,9,N.A.,13,7,N.A.,5,41,N.A.,9,3,8
22-08-2011,Respirable Suspended Particulates,24,22,36,14,19,N.A.,12,25,N.A.,22,23,N.A.,20,16,N.A.,22,27,46
22-08-2011,Sulphur Dioxide,7,23,14,9,10,N.A.,8,20,N.A.,18,18,N.A.,46,9,N.A.,10,14,13
23-08-2011,Carbon Monoxide,N.A.,41,36,N.A.,N.A.,N.A.,48,N.A.,N.A.,29,N.A.,N.A.,N.A.,47,N.A.,N.A.,65,57
23-08-2011,Fine Suspended Particulates ,N.A.,13,14,7,14,N.A.,6,N.A.,N.A.,12,7,N.A.,12,N.A.,N.A.,12,12,22
23-08-2011,Nitrogen Dioxide,35,37,72,25,46,N.A.,22,30,N.A.,34,20,N.A.,41,9,N.A.,31,75,86
23-08-2011,Nitrogen Oxides,104,86,254,N.A.,145,N.A.,48,72,N.A.,97,43,N.A.,135,20,N.A.,N.A.,281,322
23-08-2011,Ozone,12,9,4,25,6,N.A.,18,14,N.A.,13,13,N.A.,7,24,N.A.,6,6,9
23-08-2011,Respirable Suspended Particulates,18,17,24,10,21,N.A.,9,17,N.A.,17,14,N.A.,17,12,N.A.,20,17,35
23-08-2011,Sulphur Dioxide,14,20,9,9,12,N.A.,6,13,N.A.,12,8,N.A.,40,8,N.A.,11,11,12
24-08-2011,Carbon Monoxide,N.A.,45,53,N.A.,N.A.,N.A.,53,N.A.,N.A.,33,N.A.,N.A.,N.A.,52,N.A.,N.A.,74,64
24-08-2011,Fine Suspended Particulates ,N.A.,13,17,9,16,N.A.,9,N.A.,N.A.,14,9,N.A.,14,14,N.A.,13,16,23
24-08-2011,Nitrogen Dioxide,43,43,94,34,57,N.A.,28,38,N.A.,45,24,N.A.,53,11,N.A.,34,94,104
24-08-2011,Nitrogen Oxides,83,85,332,N.A.,161,N.A.,53,87,N.A.,100,46,N.A.,154,20,N.A.,N.A.,309,393
24-08-2011,Ozone,16,13,5,26,8,N.A.,24,15,N.A.,17,19,N.A.,7,28,N.A.,10,4,10
24-08-2011,Respirable Suspended Particulates,18,21,29,12,26,N.A.,14,23,N.A.,23,17,N.A.,19,22,N.A.,23,24,39
24-08-2011,Sulphur Dioxide,13,15,9,12,15,N.A.,8,17,N.A.,16,9,N.A.,30,7,N.A.,11,12,16
25-08-2011,Carbon Monoxide,N.A.,70,N.A.,N.A.,N.A.,N.A.,86,N.A.,N.A.,70,N.A.,N.A.,N.A.,66,N.A.,N.A.,109,122
25-08-2011,Fine Suspended Particulates ,N.A.,40,N.A.,33,42,N.A.,50,N.A.,N.A.,44,43,N.A.,39,33,N.A.,40,51,62
25-08-2011,Nitrogen Dioxide,78,82,N.A.,89,103,N.A.,85,133,N.A.,84,107,N.A.,105,16,N.A.,66,172,171
25-08-2011,Nitrogen Oxides,127,112,N.A.,N.A.,182,N.A.,117,253,N.A.,146,177,N.A.,207,23,N.A.,N.A.,413,508
25-08-2011,Ozone,36,35,N.A.,47,24,N.A.,65,17,N.A.,51,26,N.A.,15,77,N.A.,33,6,11
25-08-2011,Respirable Suspended Particulates,50,55,N.A.,44,55,N.A.,68,65,N.A.,59,60,N.A.,49,46,N.A.,53,69,88
25-08-2011,Sulphur Dioxide,9,11,N.A.,16,17,N.A.,19,37,N.A.,14,29,N.A.,12,9,N.A.,10,28,27
26-08-2011,Carbon Monoxide,N.A.,83,97,N.A.,N.A.,N.A.,91,N.A.,N.A.,69,N.A.,N.A.,N.A.,71,N.A.,N.A.,99,105
26-08-2011,Fine Suspended Particulates ,N.A.,42,45,23,27,N.A.,43,N.A.,N.A.,38,38,N.A.,37,26,N.A.,38,38,51
26-08-2011,Nitrogen Dioxide,75,73,164,62,69,N.A.,84,86,N.A.,63,88,N.A.,96,9,N.A.,54,142,145
26-08-2011,Nitrogen Oxides,107,101,498,N.A.,115,N.A.,109,160,N.A.,95,160,N.A.,188,16,N.A.,N.A.,329,426
